"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"Pnpla3" 1801 1072 0 5740 772 2190 23 326 0 30105
"Pnpla5" 0 0 0 0 0 0 0 0 0 0
"Pnpla6" 722 20 0 61 0 593 171 81 2149 674
"Pnpla7" 0 6 102 68 0 0 0 0 0 161
"Pnpla8" 1575 2093 7 3273 4707 9308 726 2144 704 4716
"Pnpo" 0 0 19 332 0 508 0 4 0 1544
"Pnpt1" 741 236 221 158 1 0 1182 6 799 50
"Pnrc1" 0 159 53 4400 0 4507 384 1423 0 10929
"Pnrc2" 86 530 1 0 0 25 614 0 1060 0
"Poc1a" 5 497 51 1026 0 4684 20 40 730 3412
"Poc1b" 0 0 0 186 0 91 119 2 625 789
"Poc5" 79 185 82 1469 13 9723 368 618 0 1767
"Podn" 0 0 0 0 0 1 0 0 0 0
"Podnl1" 0 8 0 0 0 733 0 0 0 0
"Podxl" 0 0 0 0 0 0 0 0 0 0
"Podxl2" 0 0 0 0 0 0 0 0 0 0
"Pof1b" 0 0 0 0 0 1 0 0 0 0
"Pofut1" 0 1 0 3 3 4 82 0 0 1
"Pofut2" 1 31 149 1292 2083 1697 492 349 28 3702
"Pogk" 0 15 86 71 0 2 0 8 0 69
"Poglut1" 201 194 0 0 0 1310 653 168 657 0
"Pogz" 83 1666 120 914 2 2186 842 215 229 3086
"Pola1" 85 874 185 1145 2 4734 584 176 447 1837
"Pola2" 8 11 0 107 4 84 1143 1 26 406
"Polb" 1462 906 241 2073 1551 1269 291 1159 391 5944
"Pold1" 1089 303 119 0 13 24 399 142 4 0
"Pold2" 1351 41 126 97 10 1561 285 8 585 795
"Pold3" 3499 1800 1011 5013 2163 3610 825 945 2161 11204
"Pold4" 0 0 0 0 0 0 0 3 0 132
"Poldip2" 103 25 3 37 5 11 946 2 460 222
"Poldip3" 1483 1842 377 1409 1616 39103 1804 7456 9080 2393
"Pole" 545 208 30 0 0 1224 619 125 158 230
"Pole2" 0 2 77 1204 0 1277 862 28 0 2024
"Pole3" 1617 1262 332 547 1197 4624 406 371 769 2237
"Pole4" 10 1018 77 2508 0 4798 470 1242 84 4336
"Polg" 326 66 93 65 1573 60 42 11 889 378
"Polg2" 0 186 0 48 1 75 79 0 0 236
"Polh" 7 13 11 9 0 1029 0 113 0 0
"Poli" 0 0 0 214 3 0 0 374 0 527
"Polk" 1 118 0 294 0 3 209 25 734 312
"Poll" 1 185 38 207 0 1 1 18 1374 862
"Polm" 180 9 37 1585 0 2805 0 376 1370 4384
"Poln" 0 0 0 3 0 5 0 0 0 5
"Polq" 2152 1774 205 107 8 8936 106 531 125 218
"Polr1a" 1673 1642 569 260 782 2462 1019 205 4909 1717
"Polr1b" 1441 1743 491 25 1800 6706 2512 1384 6413 205
"Polr1c" 9439 6366 850 102 2734 26306 2106 2747 3499 4
"Polr1d" 4331 1569 452 256 2683 18963 2363 2173 2523 1045
"Polr1e" 1041 1449 72 82 0 19420 114 1763 940 551
"Polr2a" 211 328 139 410 2 3737 1264 635 2314 1483
"Polr2b" 3634 2313 539 199 7032 12587 810 1949 2510 1447
"Polr2c" 706 1001 435 5318 0 10609 524 2338 1037 22318
"Polr2d" 1147 938 337 1301 1071 24625 1517 4363 1449 2518
"Polr2e" 4694 4328 1509 144 4059 14177 3783 1445 9626 2086
"Polr2f" 4051 1003 582 552 11 13967 1534 1186 2039 2885
"Polr2g" 1550 1558 182 7349 3720 15467 2289 2788 2461 13721
"Polr2h" 1828 1821 362 541 655 8270 965 769 2228 1512
"Polr2i" 826 676 459 11 364 5286 948 121 1092 13
"Polr2j" 2856 2255 589 1995 761 23289 1167 1474 2131 4236
"Polr2k" 414 142 50 17 120 1006 328 51 436 183
"Polr2l" 1473 540 237 20 282 5544 337 597 243 176
"Polr3a" 702 1205 37 829 0 12909 1 606 165 2309
"Polr3b" 225 352 38 188 0 4176 176 193 747 511
"Polr3c" 491 614 341 426 0 70 2514 236 1031 524
"Polr3d" 990 1490 111 83 19 9537 60 1068 1275 1328
"Polr3e" 1 1704 35 23 0 7003 1356 145 47 393
"Polr3f" 129 533 348 503 49 1380 81 244 988 1372
"Polr3g" 5332 1151 215 104 4156 8207 1003 710 1778 929
"Polr3gl" 0 0 0 52 2 0 0 0 27 115
"Polr3h" 211 212 233 112 311 12236 90 1103 0 439
"Polr3k" 150 2258 339 646 1930 9421 983 393 278 1457
"Polrmt" 1757 1541 308 91 1 5296 604 93 663 150
"Pom121" 655 1989 570 3913 13 24457 345 3421 1649 11910
"Pom121l12" 0 0 0 0 0 0 0 0 0 0
"Pom121l2" 0 0 0 0 0 0 0 0 0 0
"Pomc" 0 0 0 0 0 133 126 0 0 0
"Pomgnt1" 240 160 327 0 3680 19 0 0 974 215
"Pomp" 3579 2610 887 639 3410 4849 3678 80 5235 1196
"Pomt1" 0 0 0 120 0 205 15 0 0 784
"Pomt2" 57 41 140 0 1 12 196 0 0 41
"Pon1" 0 0 0 0 0 0 0 0 0 0
"Pon2" 0 0 0 0 3043 0 798 0 0 0
"Pon3" 0 0 0 21 0 0 0 1 0 0
"Pop1" 0 591 41 154 9 1650 4 514 0 1062
"Pop4" 1523 1355 431 309 7186 2031 1165 104 1438 2280
"Pop5" 451 512 206 3 0 4753 95 215 128 55
"Pop7" 1518 496 202 384 1383 3287 531 11 702 813
"Popdc2" 0 0 0 337 0 0 0 15 0 854
"Popdc3" 0 0 0 2 1 97 0 4 512 251
"Por" 0 270 16 1 11087 1317 793 7 709 37
"Porcn" 492 39 67 3 1 26 112 0 229 0
"Postn" 0 0 0 391 0 349 0 298 0 1489
"Pot1a" 626 0 1 1290 0 1118 101 419 0 570
"Pot1b" 0 0 1 21 6 1 23 0 4 370
"Poteg" 0 0 0 0 0 0 0 0 0 0
"Pou1f1" 0 0 0 0 0 0 0 0 0 0
"Pou2af1" 0 0 0 0 0 0 0 0 0 0
"Pou2f1" 262 18 0 57 0 187 640 6 450 3076
"Pou2f2" 0 86 1 222 0 389 0 341 0 1664
"Pou2f3" 0 29 0 729 0 2799 414 98 368 1400
"Pou3f1" 0 0 0 0 0 0 0 0 0 13
"Pou3f2" 0 0 0 0 0 1 0 0 0 0
"Pou3f3" 102 0 0 0 0 1 0 0 0 0
"Pou3f4" 0 0 0 0 0 0 0 0 0 7
"Pou4f1" 0 222 2 3760 0 2117 0 1821 0 5262
"Pou4f2" 0 0 0 0 0 0 0 0 0 0
"Pou4f3" 0 0 0 0 0 1 0 0 0 0
"Pou5f1" 3256 186 1191 1623 2688 947 3580 804 6491 3056
"Pou5f2" 0 0 0 0 0 0 0 0 0 0
"Pou6f1" 6 713 76 21 0 3817 8 0 593 31
"Pou6f2" 0 0 0 0 0 988 1 66 0 187
"Ppa1" 1434 1212 333 1096 1 12903 1551 174 2042 4212
"Ppa2" 1 0 66 171 0 12 207 171 147 1074
"Ppan" 1068 504 56 42 1 454 783 8 1125 708
"Ppap2a" 384 9 1 244 0 856 257 5 1110 280
"Ppap2b" 371 4 1 199 4601 1582 667 91 758 383
"Ppap2c" 0 0 1 62 0 8 2 6 512 302
"Ppapdc1a" 0 0 0 0 0 0 0 0 0 0
"Ppapdc1b" 199 1468 301 1340 1 2851 0 948 778 4473
"Ppapdc2" 0 0 0 78 0 0 0 2 178 301
"Ppapdc3" 0 0 0 0 0 1 0 0 0 1
"Ppara" 0 0 0 0 0 5 0 5 0 113
"Ppard" 1 352 95 45 0 460 76 60 22 1116
"Pparg" 0 0 0 322 0 1 0 33 0 414
"Ppargc1a" 0 0 0 66 0 3 0 0 0 353
"Ppargc1b" 0 0 105 196 2267 5 119 6 0 719
"Ppat" 8638 8566 695 80 75 46913 2448 6642 7035 0
"Ppbp" 0 0 0 0 0 0 0 0 0 0
"Ppcdc" 484 0 85 23 1 927 158 23 751 14
"Ppcs" 1 533 45 0 0 1771 13 0 169 0
"Ppdpf" 46 0 2 0 1 0 131 32 528 11
"Ppef1" 1 0 1 120 0 0 0 342 0 239
"Ppef2" 0 0 0 0 0 0 0 0 0 0
"Ppfia1" 785 1783 281 4952 0 10200 437 3134 1484 17050
"Ppfia2" 0 0 0 0 0 1 0 0 0 0
"Ppfia3" 0 0 0 0 0 0 0 0 0 0
"Ppfia4" 20 0 6 0 0 3 0 0 0 0
"Ppfibp1" 0 3 1 998 93 3244 3 525 0 1831
"Ppfibp2" 3837 1637 1272 2556 33 1445 628 313 987 7332
"Pphln1" 2269 1655 121 685 2544 13446 430 1576 274 3672
"Ppia" 2284 1022 606 143 1755 2987 2814 532 4275 583
"Ppib" 134 61 28 261 658 15 881 118 1431 621
"Ppic" 523 29 0 99 9 1 0 11 1 288
"Ppid" 1721 1382 426 185 4427 2600 2462 232 3225 158
"Ppie" 2413 833 420 0 11 4233 1206 296 2999 151
"Ppif" 47 402 1 294 15 1862 1504 2014 230 645
"Ppifos" 0 200 0 0 0 0 0 0 0 0
"Ppig" 6013 5219 2242 4528 2023 38894 1297 5460 2904 21580
"Ppih" 417 40 60 145 1335 1826 280 183 655 407
"Ppil1" 3950 2258 488 0 4302 377 1441 156 3915 0
"Ppil2" 226 1318 24 166 18 4169 647 588 2858 52
"Ppil3" 823 256 46 63 0 20 870 3 1229 99
"Ppil4" 1065 1733 692 3275 21 1245 475 1078 1038 7004
"Ppil6" 0 0 0 0 0 19 0 0 0 0
"Ppip5k1" 256 1 2 70 0 42 1 2 328 30
"Ppip5k2" 1456 437 285 2792 1 4989 330 970 1318 4893
"Ppl" 0 7 0 28 0 0 578 14 0 0
"Ppm1a" 16035 6168 2183 2350 18 26930 1196 6194 4638 8302
"Ppm1b" 1225 1005 98 2448 3 2048 897 1013 544 9770
"Ppm1d" 0 119 26 1010 694 1239 0 207 0 2288
"Ppm1e" 0 0 1 10 0 0 0 1 0 394
"Ppm1f" 0 30 47 3 0 1 1 0 378 1
"Ppm1g" 2418 4426 345 1 5152 7489 1558 922 1085 190
"Ppm1h" 0 339 2 806 2 719 0 204 0 1573
"Ppm1j" 0 141 0 0 0 1 0 0 70 0
"Ppm1k" 416 0 0 1 0 62 19 0 1997 133
"Ppm1l" 2 0 201 1418 0 302 75 137 0 1821
"Ppm1m" 0 413 0 0 1 0 0 0 0 0
"Ppm1n" 0 0 0 0 0 1 0 0 0 0
"Ppme1" 124 4 121 642 2 421 365 57 431 4297
"Ppox" 0 0 12 0 9 0 438 0 1272 9
"Ppp1ca" 5075 4546 448 993 6184 18122 4164 1391 6547 2154
"Ppp1cb" 651 214 260 4535 3231 9683 3751 2826 1505 9047
"Ppp1cc" 976 1967 409 186 2383 10915 2045 1661 1758 689
"Ppp1r10" 107 4139 272 5624 0 4807 1034 1091 1551 18243
"Ppp1r11" 685 473 144 421 1391 853 1541 15 1216 2083
"Ppp1r12a" 134 1498 151 6550 56 6264 1510 2783 1619 23755
"Ppp1r12b" 48 1 0 35 0 13 0 4 16 857
"Ppp1r12c" 282 178 113 0 0 2117 735 55 5 25
"Ppp1r13b" 0 28 9 981 0 3008 0 164 0 2173
"Ppp1r13l" 133 57 1 0 0 3138 107 0 0 123
"Ppp1r14a" 0 0 0 0 0 0 0 0 0 0
"Ppp1r14b" 270 44 154 363 1 3700 342 671 258 2396
"Ppp1r14c" 64 17 0 52 0 25 0 75 0 14
"Ppp1r14d" 0 0 0 10 0 3 561 0 580 220
"Ppp1r15a" 645 1005 169 873 0 26265 44 8834 166 2896
"Ppp1r15b" 572 3749 324 181 0 22398 1364 3042 2401 487
"Ppp1r16a" 0 572 99 0 0 616 161 76 181 3
"Ppp1r16b" 0 95 0 0 7 2600 5 0 10 13
"Ppp1r1a" 0 0 0 0 0 0 0 0 0 72
"Ppp1r1b" 0 0 0 9 0 0 0 1 0 0
"Ppp1r1c" 0 0 0 0 0 0 0 0 0 0
"Ppp1r2" 225 202 101 1 110 2765 549 528 328 3
"Ppp1r3a" 0 0 0 135 0 1 0 154 0 498
"Ppp1r3b" 1 2 0 173 0 1911 284 12 697 194
"Ppp1r3c" 0 0 0 0 0 0 0 12 0 0
"Ppp1r3d" 0 0 0 478 0 0 0 72 0 969
"Ppp1r3e" 0 169 0 0 0 0 0 0 0 0
"Ppp1r3f" 0 0 0 0 2244 1 0 0 2 29
"Ppp1r3g" 0 0 0 0 0 14 0 0 0 0
"Ppp1r7" 1444 1048 181 1087 0 2639 3720 793 1427 3075
"Ppp1r8" 2147 306 520 87 9 12169 92 4217 2325 101
"Ppp1r9a" 0 26 51 8 0 1 1 0 0 7
"Ppp1r9b" 0 4 0 125 0 2 0 0 215 247
"Ppp2ca" 2543 1495 329 1002 4624 3135 2354 295 1012 3968
"Ppp2cb" 988 479 152 2 2134 12021 825 1651 0 14
"Ppp2r1a" 1129 807 612 2024 4617 4911 3249 247 7032 10285
"Ppp2r1b" 108 218 138 1382 5 6 1298 502 135 1416
"Ppp2r2a" 2790 2506 248 1081 4 20961 1955 2468 379 4040
"Ppp2r2b" 276 0 39 205 0 216 262 344 0 583
"Ppp2r2c" 167 15 62 462 0 40 51 62 417 371
"Ppp2r2d" 938 636 51 804 1854 2379 625 503 1211 3523
"Ppp2r3a" 908 109 0 76 0 2 32 301 2 79
"Ppp2r3c" 29 2 64 617 0 134 94 85 87 819
"Ppp2r3d" 0 0 0 0 0 0 0 0 0 0
"Ppp2r4" 4 618 26 497 562 1101 1151 242 777 1216
"Ppp2r5a" 0 0 0 102 0 1 0 0 0 402
"Ppp2r5b" 0 0 0 9 0 1 0 1 0 177
"Ppp2r5c" 1237 667 413 3523 3529 8650 1450 2982 3775 8219
"Ppp2r5d" 634 595 11 1750 5 4216 289 981 185 2158
"Ppp2r5e" 587 372 49 419 1 3636 927 461 107 1438
"Ppp3ca" 0 0 1 85 0 6 123 6 0 926
"Ppp3cb" 0 528 45 518 0 1144 474 1017 1294 791
"Ppp3cc" 0 0 8 1 0 2 0 24 0 0
"Ppp3r1" 550 556 51 3563 29 852 1047 1011 183 7707
"Ppp3r2" 0 0 0 0 0 0 0 0 0 0
"Ppp4c" 4393 4178 972 456 759 24930 1526 1982 3079 4488
"Ppp4r1" 1581 4 25 859 2 1171 3353 515 2 3129
"Ppp4r1l-ps" 0 0 4 0 1 2 0 0 0 0
"Ppp4r2" 1709 1911 293 4968 2397 21185 1232 5896 1163 8146
"Ppp4r4" 0 0 0 0 0 0 0 0 0 0
"Ppp5c" 871 544 1 50 2294 846 183 9 1432 190
"Ppp6c" 3008 1335 394 1182 26 3881 1043 1415 1319 453
"Ppp6r1" 0 42 24 23 1 336 253 11 6 634
"Ppp6r2" 0 57 0 7 0 451 0 304 0 304
"Ppp6r3" 1888 723 1037 1427 5326 2347 1087 776 1432 2291
"Pppde1" 1113 230 61 2969 14 4591 350 2422 199 5358
"Pppde2" 751 975 2 434 1 11 137 212 769 972
"Pprc1" 1710 8461 469 68 7 24467 1728 2374 2892 297
"Ppt1" 35 50 5 128 269 60 891 17 1143 1069
"Ppt2" 4830 2386 384 901 0 1054 0 186 435 4502
"Pptc7" 8 648 23 1707 0 5125 234 1153 362 5661
"Ppwd1" 3 511 41 431 5809 929 738 43 971 982
"Ppy" 0 0 0 0 0 0 0 0 0 0
"Ppyr1" 0 0 0 0 0 0 0 0 0 0
"Pqbp1" 982 1991 134 77 12 1350 1016 4 1486 963
"Pqlc1" 1768 29 597 81 0 806 1213 12 933 192
"Pqlc2" 8 0 0 66 2925 714 0 33 0 0
"Pqlc3" 1 0 0 0 3709 4 1 0 1197 0
"Praf2" 287 34 116 0 0 7 15 0 798 0
"Pram1" 0 0 0 0 0 2 0 51 0 0
"Prame" 0 0 0 0 0 0 0 0 0 0
"Pramef12" 0 215 59 3377 0 3179 61 892 804 15548
"Pramef17" 148 0 0 0 757 3444 7 315 235 0
"Pramef6" 61 9 3 94 11 1414 7 958 6 41
"Pramef8" 0 34 4 1579 0 4506 1 3342 88 2110
"Pramel1" 0 0 2 22 0 131 0 41 0 0
"Pramel3" 0 3 0 0 0 0 0 0 0 0
"Pramel4" 3363 1065 303 1 2591 15351 1013 1570 1853 0
"Pramel5" 13911 1688 1668 0 351 10334 137 622 1070 1
"Pramel6" 8644 2930 1318 5 16 25559 2718 2064 10694 0
"Pramel7" 12823 5346 1620 3 13680 39134 1899 4457 7487 0
"Prap1" 0 0 0 0 0 0 0 0 0 0
"Prb1" 0 0 0 0 0 0 0 0 0 0
"Prc1" 7018 5281 291 3615 0 34724 911 3058 521 11590
"Prcc" 125 1269 302 387 0 15544 524 1710 215 933
"Prcp" 0 30 1 152 7 412 763 9 689 194
"Prdm1" 0 0 0 535 0 1 0 10 0 998
"Prdm10" 204 50 32 215 0 1088 0 260 0 1070
"Prdm11" 0 0 0 0 0 0 0 0 0 0
"Prdm12" 0 0 0 0 0 1 0 0 0 0
"Prdm13" 0 0 0 5 0 1 0 122 0 106
"Prdm14" 0 148 0 0 0 4495 1218 137 698 0
"Prdm15" 0 33 22 0 2 4727 1 21 1 0
"Prdm16" 0 0 0 461 0 21 0 57 0 2519
"Prdm2" 317 1087 143 1192 5105 13465 552 3787 859 7465
"Prdm4" 10 2213 143 404 0 17918 685 399 1104 3341
"Prdm5" 0 0 0 0 1 0 0 0 0 0
"Prdm6" 0 0 0 167 0 0 0 32 0 1067
"Prdm8" 0 0 0 0 0 1 0 0 0 0
"Prdm9" 130 7 2 24 0 512 118 71 0 9
"Prdx1" 3435 1296 612 10038 10685 7968 12321 1589 34041 17916
"Prdx2" 20 1 1 2870 9 3493 2047 1372 3298 13044
"Prdx3" 3720 687 358 471 3080 1257 1658 131 1633 1093
"Prdx4" 25 82 67 1 275 1360 702 907 30 76
"Prdx5" 855 264 444 90 1246 1680 1367 9 1863 460
"Prdx6" 3984 290 366 214 13302 195 6345 191 8584 47
"Prdx6-ps1" 0 0 0 0 6 2 7 8 3 0
"Preb" 9 770 178 233 4 213 1010 30 475 1430
"Prelid1" 584 490 289 128 1424 1251 2260 218 1762 1363
"Prelid2" 1214 25 253 4 2997 3847 438 86 42 53
"Prelp" 0 1 1 251 0 0 0 28 0 2115
"Prep" 2886 0 46 465 16 40 1773 29 3539 2643
"Prepl" 228 126 8 471 140 502 376 24 37 614
"Prex1" 0 0 0 2 307 1 588 0 0 215
"Prex2" 32 644 12 462 51 1456 124 1231 70 384
"Prf1" 0 0 0 0 0 0 0 0 0 0
"Prg2" 0 0 0 0 0 0 1 0 0 0
"Prg3" 0 0 0 0 0 0 0 0 0 0
"Prg4" 87 2 0 264 0 14 32 59 2 1052
"Prh1" 0 0 0 0 0 0 0 0 0 0
"Prhoxnb" 0 0 0 119 0 0 0 2 0 4
"Prickle1" 0 186 2 2173 0 1421 464 817 0 15265
"Prickle2" 0 0 0 124 0 103 0 8 0 41
"Prickle3" 147 0 19 146 375 388 510 7 352 1075
"Prim1" 256 374 48 60 6 1628 400 14 1316 1113
"Prim2" 654 379 6 27 0 2997 1 721 865 3961
"Prima1" 0 0 0 0 0 0 1 0 0 0
"Prkaa1" 2500 2367 293 80 0 1970 164 17 1109 127
"Prkaa2" 208 0 130 13 0 30 0 0 0 16
"Prkab1" 3414 1884 955 2514 21 3862 1664 137 1197 12393
"Prkab2" 0 0 0 172 0 0 0 13 15 633
"Prkaca" 5 0 1 251 0 49 283 208 1358 1177
"Prkacb" 2 79 41 131 0 1116 22 110 693 509
"Prkag1" 815 56 151 141 3323 6416 1360 152 3004 428
"Prkag2" 0 0 0 36 0 0 8 0 0 76
"Prkag3" 0 0 0 0 0 0 0 0 0 0
"Prkar1a" 156 1035 343 734 2 1162 902 27 1969 2230
"Prkar1b" 0 0 0 0 0 0 0 1 1 1
"Prkar2a" 0 46 61 2003 0 3455 691 832 370 4415
"Prkar2b" 0 0 0 225 0 338 1 113 0 137
"Prkca" 0 0 0 0 0 0 0 89 0 0
"Prkcb" 0 0 0 565 0 71 0 310 7 4314
"Prkcc" 338 17 49 17 0 14 1 0 35 0
"Prkcd" 359 2366 157 17 682 11128 83 157 1 770
"Prkcdbp" 0 0 0 1 1 0 0 0 0 0
"Prkce" 0 0 0 0 0 0 0 0 0 0
"Prkch" 0 0 0 0 0 0 0 0 0 0
"Prkci" 359 1100 191 176 2835 17 201 185 2899 67
"Prkcq" 0 14 0 0 0 0 0 2 0 0
"Prkcsh" 132 8 247 63 1247 15 550 113 464 263
"Prkcz" 327 163 1 0 3 229 0 2 422 25
"Prkd1" 0 6 0 1034 0 143 0 241 0 4832
"Prkd2" 0 0 0 113 0 0 47 10 0 664
"Prkd3" 0 0 0 176 0 3 0 24 0 168
"Prkdc" 629 109 1 27 5 37 0 291 317 210
"Prkg1" 0 0 0 0 0 106 0 0 0 15
"Prkg2" 1 0 0 66 2 315 2 45 0 65
"Prkra" 0 0 0 0 0 0 0 0 0 169
"Prkrip1" 420 1265 177 74 43 9347 935 889 1231 2492
"Prkrir" 777 863 20 2437 109 7232 1032 2185 351 3771
"Prkx" 0 0 22 294 0 902 0 103 1 563
"Prl" 0 0 0 0 0 0 0 0 0 0
"Prl2a1" 0 0 0 0 0 0 0 0 0 165
"Prl2b1" 0 0 0 0 0 0 0 0 0 0
"Prl2c1" 0 0 0 0 0 0 0 0 0 0
"Prl2c2" 0 0 0 0 0 0 0 0 0 1
"Prl2c3" 0 0 0 0 0 0 0 0 0 0
"Prl2c4" 0 0 0 0 0 0 0 0 0 0
"Prl2c5" 0 0 0 0 0 0 0 0 0 0
"Prl3a1" 0 0 0 0 0 0 0 0 0 0
"Prl3b1" 14 0 11 0 1 63 0 0 0 0
"Prl3c1" 0 0 0 0 0 0 0 0 0 0
"Prl3d1" 0 0 0 0 0 0 0 0 0 0
"Prl3d2" 0 0 0 0 0 0 0 0 0 0
"Prl3d3" 0 0 0 0 0 0 0 0 0 0
"Prl4a1" 0 0 0 0 0 0 0 0 0 0
"Prl5a1" 0 0 0 0 0 0 0 0 0 0
"Prl6a1" 0 0 0 32 0 0 0 1 0 68
"Prl7a1" 0 0 0 0 0 0 0 0 0 0
"Prl7a2" 0 0 0 0 0 0 0 0 0 0
"Prl7b1" 0 0 0 0 0 0 0 0 0 0
"Prl7c1" 0 0 0 0 0 0 0 0 0 0
"Prl7d1" 0 0 0 0 0 0 1 0 0 6
"Prl8a1" 0 0 0 0 0 0 0 0 0 0
"Prl8a2" 0 0 0 59 0 0 0 8 0 33
"Prl8a6" 0 0 0 0 0 0 0 0 0 0
"Prl8a8" 0 0 0 0 0 4 0 0 0 0
"Prl8a9" 0 0 0 0 0 0 0 0 0 0
"Prlh" 0 0 0 0 0 0 0 0 0 0
"Prlhr" 0 0 0 0 0 0 0 0 0 0
"Prlr" 0 0 0 321 2 73 0 33 0 530
"Prm1" 0 0 0 0 0 0 0 0 0 0
"Prm2" 0 0 0 0 0 0 0 0 0 78
"Prm3" 0 0 0 0 0 0 29 0 0 0
"Prmt1" 1 10 40 0 481 1114 94 1 36 54
"Prmt10" 636 179 4 0 0 37 714 0 1274 6
"Prmt2" 0 0 0 750 0 19 0 249 0 1078
"Prmt3" 608 1362 50 206 1076 632 1455 50 845 589
"Prmt5" 5298 5671 992 52 28 7776 2107 385 4035 1408
"Prmt6" 565 1795 22 13 2 24217 311 2452 873 0
"Prmt7" 149 1051 124 4 11 1134 1526 5 1470 314
"Prmt8" 0 0 0 0 0 4 0 0 0 0
"Prnd" 0 0 0 1 0 0 0 204 0 0
"Prnp" 0 0 0 0 0 0 0 0 0 0
"Proc" 0 0 0 0 0 0 0 130 0 0
"Proca1" 0 0 2 131 0 1352 0 2 0 380
"Procr" 0 0 3 3 2 0 0 0 346 281
"Prodh" 0 65 1 121 64 135 6 8 0 97
"Prodh2" 0 0 0 0 0 0 0 0 0 0
"Prok1" 0 0 0 0 0 0 0 0 0 0
"Prok2" 0 0 0 16 0 0 0 0 0 0
"Prokr1" 0 0 0 0 0 0 0 1 0 0
"Prokr2" 0 0 0 0 1 550 0 435 0 0
"Prol1" 0 0 0 0 0 0 0 0 0 0
"Prom1" 0 0 0 143 1 57 426 0 1047 141
"Prom2" 0 0 11 0 0 0 0 0 0 0
"Prop1" 0 0 0 0 1 0 1 0 0 0
"Prorsd1" 11 90 196 0 3487 4760 252 36 1086 124
"Pros1" 0 0 25 0 0 20 1527 0 2735 0
"Prosapip1" 0 0 3 0 0 795 0 0 0 0
"Prosc" 2573 1244 13 1 0 3391 1095 597 1165 20
"Prox1" 0 0 0 817 0 8 0 467 0 287
"Prox2" 0 0 1 0 0 2 0 0 0 0
"Proz" 0 0 0 0 0 0 0 0 0 0
"Prp2" 0 0 0 0 0 0 0 0 0 0
"Prpf18" 676 2963 675 1350 1 3361 2 129 2274 2298
"Prpf19" 14 4 42 26 0 217 125 5 36 162
"Prpf3" 2 185 182 461 0 3513 711 355 953 1670
"Prpf31" 1042 804 27 606 2 477 1302 727 2055 302
"Prpf38a" 917 1995 244 1648 1849 29464 1177 4919 1877 968
"Prpf38b" 267 2511 221 1203 4 5016 747 1458 707 6949
"Prpf39" 596 739 192 180 16 5694 802 695 530 426
"Prpf4" 1220 1982 120 364 23 9431 590 275 2227 685
"Prpf40a" 2156 3017 524 3141 7014 22694 3487 2075 2922 7357
"Prpf40b" 0 0 0 0 1 9 2 0 19 9
"Prpf4b" 305 2630 120 728 1 5924 1523 513 614 781
"Prpf6" 1096 835 227 2726 565 3667 1006 563 2618 8745
"Prpf8" 3483 3622 558 390 774 2322 2289 444 5258 3657
"Prph" 0 0 0 6 0 0 0 0 0 0
"Prph2" 0 0 0 0 0 0 0 0 0 0
"Prpmp5" 0 0 0 0 0 0 0 0 0 0
"Prps1" 12817 17601 2390 157 23 38206 5313 9936 11787 5
"Prps1l1" 0 0 0 0 0 1 0 0 0 0
"Prps1l3" 2282 2619 208 697 13 24016 360 2679 1250 111
"Prps2" 0 0 0 123 0 3 0 6 127 445
"Prpsap1" 183 1421 531 392 8 8793 892 1541 1127 2063
"Prpsap2" 1773 973 173 2082 2309 5618 547 294 2093 3171
"Prr11" 247 1277 143 120 6 13941 45 1232 23 132
"Prr12" 0 113 0 0 0 1188 48 1 10 8
"Prr13" 19757 9299 1210 3310 6920 57968 3029 8323 4334 2326
"Prr14" 729 176 128 530 0 3575 689 473 202 3174
"Prr15" 0 3 0 34 0 0 0 6 0 25
"Prr15l" 0 0 0 0 0 0 0 0 0 0
"Prr16" 0 0 0 0 0 0 0 0 0 0
"Prr18" 0 20 0 6 0 50 0 1 0 103
"Prr19" 0 295 0 0 0 15 0 0 0 0
"Prr22" 0 0 0 0 0 7 0 0 0 0
"Prr23a" 42 108 0 10 0 4052 0 985 0 8
"Prr24" 0 13 0 0 955 0 0 63 0 142
"Prr3" 327 1127 285 246 1 3532 328 318 343 513
"Prr5" 0 0 29 1001 0 590 377 126 313 2895
"Prr5l" 0 0 0 1 1 1 0 0 0 324
"Prr7" 0 0 0 0 0 0 0 1 0 12
"Prr9" 0 0 0 0 0 0 0 0 0 0
"Prrc1" 71 0 0 116 0 2 310 3 3261 263
"Prrc2a" 380 159 113 228 7 943 536 70 33 1484
"Prrc2b" 141 20 1 139 1450 149 300 159 547 302
"Prrc2c" 5591 4947 719 2354 6395 21942 7297 6114 5523 14606
"Prrg1" 0 0 1 671 0 0 0 170 0 1378
"Prrg2" 0 659 0 41 1 186 10 48 512 0
"Prrg3" 0 0 0 78 0 0 0 2 0 124
"Prrg4" 0 0 0 3 78 1 0 3 0 1
"Prrt1" 0 0 0 0 0 0 0 0 0 0
"Prrt2" 0 0 0 0 0 0 0 0 0 0
"Prrt3" 0 0 0 0 0 0 0 0 0 1
"Prrt4" 169 141 4 0 0 2 0 0 0 0
"Prrx1" 0 1 0 25 0 1 0 1 0 201
"Prrx2" 0 310 0 0 0 13 0 0 0 0
